,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Language,Q_RecaptchaScore,Q1,Q48,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q83,Q85,Q86,Q87,Q88,Q88_2_TEXT,Q88_3_TEXT,Q88_4_TEXT,Q4,Q6,Q5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,SC0,SC1,SC2,SC3,SC4,SC5
Participant 231,11/10/2022 13:23:08,11/10/2022 13:27:38,IP Address,100,270,TRUE,11/10/2022 13:27:38,R_38KIUwbhPqRxsZ3,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,4- Usually,4- Usually,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,4- Usually,4- Usually,1- Almost never,4- Usually,Moderate stress,Mild stress,None,Mild stress,Severe stress,None,Moderate stress,D,E- describes me very well,A- does not describe me well,C,E- describes me very well,A- does not describe me well,B,D,D,D,C,A- does not describe me well,D,A- does not describe me well,E- describes me very well,C,D,A- does not describe me well,E- describes me very well,E- describes me very well,B,D,D,A- does not describe me well,A- does not describe me well,C,D,B,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",No,"Yes, 3x per month or less","Shopping, Reading, Watching a TV show",,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,No,No,"Yes, 10-20 hours a week",70,66,21,24,11,10
Participant 232,11/10/2022 13:27:21,11/10/2022 13:32:05,IP Address,100,284,TRUE,11/10/2022 13:32:06,R_1QhpmC9yEzJVnXe,anonymous,EN,1,"I consent, begin the study",3- Often,1- Almost never,2- Sometimes,2- Sometimes,1- Almost never,3- Often,1- Almost never,3- Often,1- Almost never,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,1- Almost never,3- Often,2- Sometimes,Moderate stress,Mild stress,Moderate stress,Mild stress,Mild Stress,None,Mild stress,C,D,C,B,E- describes me very well,B,B,C,D,D,D,A- does not describe me well,C,B,B,C,D,A- does not describe me well,D,D,D,B,C,A- does not describe me well,C,D,C,C,"Yes, 1-2 times per week",No,"Yes, 3x per month or less","Yes, 3x per month or less",No,,,,Current second year,20-24,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,Single (never married),No,No,No,"Yes, 10-20 hours a week",37,69,20,20,17,12
Participant 233,11/10/2022 13:25:10,11/10/2022 13:34:47,IP Address,100,577,TRUE,11/10/2022 13:34:48,R_1CeCxeAQYehGeBC,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,2- Sometimes,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,3- Often,3- Often,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,4- Usually,1- Almost never,4- Usually,Mild stress,Mild stress,Mild stress,None,Severe stress,None,Mild stress,D,D,B,B,D,B,A- does not describe me well,D,D,D,D,B,C,B,C,B,C,B,D,D,C,D,C,B,C,C,A- does not describe me well,D,"Yes, 3x per month or less",No,"Yes, 3x per month or less","Yes, 1-2 times per week","Yes, 3x per month or less",playing music ,,,Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",Asian,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,65,67,20,21,18,10
Participant 234,11/10/2022 13:45:51,11/10/2022 13:53:37,IP Address,100,466,TRUE,11/10/2022 13:53:37,R_2ATeHKxCfIICvHX,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,2- Sometimes,3- Often,3- Often,3- Often,3- Often,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,4- Usually,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,Severe stress,Mild stress,Mild stress,None,Mild Stress,Moderate stress,None,E- describes me very well,E- describes me very well,B,C,A- does not describe me well,B,B,D,C,C,D,B,D,C,B,A- does not describe me well,B,B,D,D,C,D,B,B,C,B,B,C,"Yes, 3x per month or less",No,"Yes, 1-2 times per week",No,No,,,,Current first year,20-24,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask","Asian,Hispanic or Latino",No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,Yes,"Yes, 10-20 hours a week",51,57,16,19,18,8
Participant 235,11/10/2022 14:13:20,11/10/2022 14:19:30,IP Address,100,369,TRUE,11/10/2022 14:19:30,R_1BR8qmQr6Jhzr6J,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,4- Usually,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,4- Usually,2- Sometimes,2- Sometimes,3- Often,Severe stress,Mild stress,None,None,Moderate stress,None,None,C,D,B,A- does not describe me well,E- describes me very well,D,A- does not describe me well,B,E- describes me very well,E- describes me very well,E- describes me very well,B,B,B,A- does not describe me well,B,E- describes me very well,A- does not describe me well,C,E- describes me very well,D,E- describes me very well,D,C,B,C,B,A- does not describe me well,"Yes, 1-2 times per week",No,"Yes, 1-2 times per week","Yes, 3+ times per week","Yes, 1-2 times per week",,movies,,Current second year,20-24,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",White,No,Female,Straight or Heterosexual,Married,No,No,No,"Yes, 20-30 hours a week",53,80,21,26,16,19
Participant 236,11/10/2022 14:26:13,11/10/2022 14:39:52,IP Address,100,818,TRUE,11/10/2022 14:39:52,R_3dXkidCoNF6OA5a,anonymous,EN,0.899999976,"I consent, begin the study",3- Often,3- Often,3- Often,3- Often,2- Sometimes,3- Often,1- Almost never,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,Moderate stress,None,None,Mild stress,Mild Stress,None,None,D,D,A- does not describe me well,A- does not describe me well,D,B,A- does not describe me well,D,E- describes me very well,C,E- describes me very well,B,C,A- does not describe me well,B,D,D,A- does not describe me well,D,E- describes me very well,E- describes me very well,E- describes me very well,D,B,C,D,B,D,"Yes, 3x per month or less","Yes, 1x per month or less","Yes, 3+ times per week",No,No,,,,Current first year,20-24,"NSGC region 1: CT,MA, ME,NH, RI, VT, CN Maritime Provinces",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,Yes,"Yes, 20-30 hours a week",43,83,20,27,23,11
Participant 237,11/10/2022 15:02:04,11/10/2022 15:08:06,IP Address,100,362,TRUE,11/10/2022 15:08:07,R_1MQZYw4Yee1oxNR,anonymous,EN,1,"I consent, begin the study",3- Often,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,1- Almost never,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,Mild stress,None,None,None,None,Moderate stress,None,C,E- describes me very well,A- does not describe me well,A- does not describe me well,D,D,D,D,E- describes me very well,B,D,A- does not describe me well,C,B,A- does not describe me well,D,D,A- does not describe me well,C,E- describes me very well,D,E- describes me very well,D,B,D,D,B,D,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,"Journaling, nail art, other art, baking, cooking, trying new restaurants  ",Current second year,25-29,"NSGC region 6: AK,CA,HI,ID,NV,OR,WA, British Columbia, Yukon",Asian,No,Female,Straight or Heterosexual,In a romantic relationship,No,No,No,No,39,82,17,27,23,13
Participant 238,11/10/2022 16:00:15,11/10/2022 16:07:12,IP Address,100,416,TRUE,11/10/2022 16:07:13,R_2qadCe4oE7oaQX3,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,3- Often,4- Usually,3- Often,4- Usually,2- Sometimes,4- Usually,2- Sometimes,1- Almost never,3- Often,3- Often,None,Mild stress,None,None,Mild Stress,Mild stress,Mild stress,B,D,B,A- does not describe me well,D,D,B,A- does not describe me well,E- describes me very well,D,D,B,A- does not describe me well,B,B,B,D,B,D,E- describes me very well,B,D,C,B,B,D,B,B,No,No,"Yes, 3+ times per week",No,"Yes, 3x per month or less",Drinking,,,Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",Asian,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,46,68,18,24,12,16
Participant 239,11/10/2022 16:19:37,11/10/2022 16:30:59,IP Address,100,681,TRUE,11/10/2022 16:30:59,R_sb69Y0X6kt2MN33,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,3- Often,3- Often,3- Often,3- Often,3- Often,3- Often,2- Sometimes,2- Sometimes,3- Often,Moderate stress,Moderate stress,Severe stress,Moderate stress,Severe stress,None,None,D,D,B,B,B,E- describes me very well,D,D,C,C,D,B,B,B,C,D,E- describes me very well,B,D,D,D,D,D,C,D,D,C,D,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",,Dance,,Current second year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,No,No,"Yes, 10-20 hours a week",53,75,15,20,20,18
Participant 240,11/10/2022 17:30:22,11/10/2022 17:35:00,IP Address,100,277,TRUE,11/10/2022 17:35:00,R_xA9cYxrqBIebhgl,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,4- Usually,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,Mild stress,None,None,None,Moderate stress,None,None,D,D,B,B,D,D,C,C,D,D,C,B,C,B,B,B,D,B,C,E- describes me very well,C,D,C,B,C,D,B,C,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,Reading,Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,"Yes, less than 10 hours a week",51,70,19,22,16,15
Participant 241,11/10/2022 19:01:00,11/10/2022 19:07:47,IP Address,100,407,TRUE,11/10/2022 19:07:48,R_3phRNSaUvRiS6DW,anonymous,EN,1,"I consent, begin the study",1- Almost never,3- Often,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,3- Often,3- Often,3- Often,3- Often,4- Usually,2- Sometimes,2- Sometimes,3- Often,3- Often,4- Usually,2- Sometimes,2- Sometimes,Moderate stress,Mild stress,None,None,Moderate stress,None,None,D,D,B,C,C,D,B,D,C,C,D,B,D,C,B,B,B,C,D,C,C,B,C,B,C,D,B,C,"Yes, 3+ times per week",No,"Yes, 3x per month or less",No,"Yes, 3+ times per week",,,Figure skating,Current second year,25-29,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Straight or Heterosexual,Single (never married),No,Yes,No,"Yes, 10-20 hours a week",59,59,19,14,18,10
Participant 242,11/10/2022 20:07:19,11/10/2022 20:28:32,IP Address,100,1273,TRUE,11/10/2022 20:28:33,R_1k0V8tWyAopZA4I,anonymous,EN,1,"I consent, begin the study",1- Almost never,4- Usually,4- Usually,2- Sometimes,2- Sometimes,1- Almost never,2- Sometimes,2- Sometimes,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,4- Usually,1- Almost never,4- Usually,Moderate stress,Moderate stress,None,None,Moderate stress,None,Mild stress,D,E- describes me very well,A- does not describe me well,A- does not describe me well,E- describes me very well,B,A- does not describe me well,C,E- describes me very well,B,E- describes me very well,A- does not describe me well,D,A- does not describe me well,B,E- describes me very well,A- does not describe me well,A- does not describe me well,D,E- describes me very well,C,E- describes me very well,E- describes me very well,A- does not describe me well,D,E- describes me very well,A- does not describe me well,D,No,"Yes, 1x per month or less","Yes, 3x per month or less",No,No,,,,Current first year,20-24,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Female,Questioning/unsure,In a romantic relationship,No,Yes,No,No,68,80,23,28,21,4
Participant 243,11/10/2022 20:39:00,11/10/2022 20:46:47,IP Address,100,467,TRUE,11/10/2022 20:46:48,R_2uBwgODVA4K1WJy,anonymous,EN,0.800000012,"I consent, begin the study",3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,3- Often,1- Almost never,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,3- Often,2- Sometimes,2- Sometimes,3- Often,Mild stress,Mild stress,None,None,Moderate stress,None,None,C,E- describes me very well,B,B,B,D,B,E- describes me very well,E- describes me very well,A- does not describe me well,C,B,D,A- does not describe me well,A- does not describe me well,B,B,A- does not describe me well,C,E- describes me very well,D,E- describes me very well,B,B,E- describes me very well,B,A- does not describe me well,E- describes me very well,"Yes, 3x per month or less",No,"Yes, 3x per month or less","Yes, 3+ times per week",No,,,,Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Male,Straight or Heterosexual,Married,No,Yes,No,No,46,71,14,27,21,8
Participant 244,11/11/2022 0:33:19,11/11/2022 0:43:10,IP Address,100,591,TRUE,11/11/2022 0:43:10,R_12a1QCv8AcbI6Dz,anonymous,EN,1,"I consent, begin the study",3- Often,2- Sometimes,2- Sometimes,4- Usually,1- Almost never,3- Often,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,2- Sometimes,4- Usually,3- Often,4- Usually,1- Almost never,4- Usually,3- Often,3- Often,4- Usually,4- Usually,None,Mild stress,Mild stress,None,Moderate stress,None,None,D,C,D,D,B,B,E- describes me very well,E- describes me very well,D,A- does not describe me well,B,B,B,D,C,A- does not describe me well,A- does not describe me well,B,D,C,D,D,B,A- does not describe me well,A- does not describe me well,A- does not describe me well,A- does not describe me well,A- does not describe me well,No,"Yes, 1+ times per week","Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,Watching TV,Current first year,20-24,"NSGC region 5: AZ, CO, MT, NM, TX, UT, WY, Alberta, Manitoba, Sask",White,No,Male,Bisexual,Single (never married),No,Yes,No,No,41,39,12,15,11,5
Participant 245,11/11/2022 4:41:01,11/11/2022 4:57:38,IP Address,100,997,TRUE,11/11/2022 4:57:39,R_Q9xW72uwu0Psp5n,anonymous,EN,1,"I consent, begin the study",3- Often,4- Usually,3- Often,2- Sometimes,4- Usually,1- Almost never,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,4- Usually,3- Often,2- Sometimes,Mild stress,None,None,Moderate stress,Mild Stress,None,None,D,D,A- does not describe me well,B,B,D,C,E- describes me very well,D,E- describes me very well,E- describes me very well,B,B,A- does not describe me well,D,A- does not describe me well,E- describes me very well,A- does not describe me well,C,D,D,D,C,B,E- describes me very well,B,C,D,"Yes, 3+ times per week",No,"Yes, 3x per month or less",No,No,,,,Current first year,20-24,"NSGC region 2: DC, DE, MD, NJ, NY, PA, VA, WV, PR, VI, Quebec",White,No,Female,Bisexual,In a romantic relationship,No,No,No,No,60,77,16,23,23,19
Participant 246,11/11/2022 7:11:11,11/11/2022 7:18:02,IP Address,100,410,TRUE,11/11/2022 7:18:03,R_1rGIAvNWWK92vjn,anonymous,EN,1,"I consent, begin the study",2- Sometimes,4- Usually,4- Usually,3- Often,2- Sometimes,2- Sometimes,3- Often,2- Sometimes,3- Often,2- Sometimes,4- Usually,3- Often,3- Often,3- Often,2- Sometimes,3- Often,4- Usually,2- Sometimes,2- Sometimes,3- Often,Mild stress,Mild stress,Mild stress,None,Moderate stress,None,None,E- describes me very well,D,B,E- describes me very well,C,D,A- does not describe me well,C,D,E- describes me very well,D,A- does not describe me well,C,B,C,E- describes me very well,C,B,C,E- describes me very well,D,E- describes me very well,D,C,D,E- describes me very well,C,B,"Yes, 3+ times per week",No,"Yes, 3+ times per week",No,"Yes, 3x per month or less",Dance class,,,Current second year,25-29,"NSGC region 3:3 Al,FL,GA,KY,LA,MS,NC,SC,TN",White,No,Female,Straight or Heterosexual,In a romantic relationship,No,Yes,No,No,56,79,21,20,17,17
Participant 247,11/11/2022 8:30:00,11/11/2022 8:38:28,IP Address,100,508,TRUE,11/11/2022 8:38:29,R_2DUCiZlM9pCudyX,anonymous,EN,1,"I consent, begin the study",2- Sometimes,3- Often,4- Usually,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,2- Sometimes,3- Often,4- Usually,3- Often,3- Often,4- Usually,3- Often,2- Sometimes,3- Often,4- Usually,3- Often,1- Almost never,4- Usually,Mild stress,Mild stress,None,Mild stress,Severe stress,None,None,A- does not describe me well,D,A- does not describe me well,A- does not describe me well,D,B,B,E- describes me very well,E- describes me very well,C,E- describes me very well,A- does not describe me well,B,A- does not describe me well,A- does not describe me well,D,B,A- does not describe me well,C,E- describes me very well,E- describes me very well,C,B,B,E- describes me very well,D,B,E- describes me very well,"Yes, 3+ times per week",No,"Yes, 1-2 times per week",No,No,,,,Current first year,20-24,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario","Hispanic or Latino,White",No,Female,Straight or Heterosexual,Single (never married),No,No,No,"Yes, less than 10 hours a week",59,81,15,25,25,11
Participant 248,10/28/2022 9:41:43,10/28/2022 9:44:50,IP Address,40,186,FALSE,11/11/2022 8:44:53,R_7TLlhOpDJ25vaDf,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,2- Sometimes,3- Often,2- Sometimes,3- Often,1- Almost never,2- Sometimes,2- Sometimes,4- Usually,3- Often,4- Usually,3- Often,4- Usually,2- Sometimes,3- Often,2- Sometimes,4- Usually,3- Often,1- Almost never,4- Usually,Severe stress,Mild stress,Mild stress,Mild stress,Severe stress,Mild stress,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,0,0
Participant 249,11/11/2022 8:45:56,11/11/2022 8:52:32,IP Address,100,395,TRUE,11/11/2022 8:52:33,R_3KYZkE3yJnozCFD,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,2- Sometimes,2- Sometimes,3- Often,3- Often,2- Sometimes,3- Often,3- Often,3- Often,1- Almost never,2- Sometimes,4- Usually,3- Often,4- Usually,1- Almost never,4- Usually,2- Sometimes,1- Almost never,1- Almost never,1- Almost never,Moderate stress,Mild stress,None,None,Moderate stress,Mild stress,Severe stress,D,E- describes me very well,A- does not describe me well,A- does not describe me well,E- describes me very well,B,A- does not describe me well,E- describes me very well,E- describes me very well,B,E- describes me very well,A- does not describe me well,C,A- does not describe me well,A- does not describe me well,D,A- does not describe me well,A- does not describe me well,E- describes me very well,E- describes me very well,E- describes me very well,C,E- describes me very well,A- does not describe me well,C,C,A- does not describe me well,D,No,"Yes, 1x per month or less","Yes, 3x per month or less",No,No,,,,Current first year,20-24,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario","Asian,White",No,Female,Asexual,Single (never married),No,Yes,No,No,41,79,22,26,25,4
Participant 250,11/11/2022 8:56:26,11/11/2022 9:11:26,IP Address,100,900,TRUE,11/11/2022 9:11:26,R_31bY6Gk9D7JbQXo,anonymous,EN,0.899999976,"I consent, begin the study",2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,4- Usually,2- Sometimes,3- Often,2- Sometimes,3- Often,4- Usually,3- Often,4- Usually,3- Often,2- Sometimes,2- Sometimes,2- Sometimes,4- Usually,2- Sometimes,2- Sometimes,4- Usually,Moderate stress,Moderate stress,Moderate stress,Moderate stress,Moderate stress,None,None,E- describes me very well,C,B,B,D,B,B,D,D,B,D,B,D,C,C,A- does not describe me well,D,B,D,C,D,C,B,A- does not describe me well,D,C,B,D,"Yes, 3x per month or less","Yes, 1x per month or less","Yes, 1-2 times per week",No,"Yes, 3+ times per week",,,"podcasts, videogames",Current second year,25-29,"NSGC region 4: 4 AR,IA,IL,IN,KS,MI,MN,MO,ND,NE,OH,OK,SD,WI, Ontario",White,No,Questioning or unsure,"Gay, lesbian, or homosexual",In a romantic relationship,No,Yes,Yes,"Yes, 10-20 hours a week",60,61,20,17,20,8
